webpack-contrib/sass-loader,mocha,2015-10-05T20:53:00Z,thanks. as i've never used mocha before :),positive
webpack-contrib/sass-loader,jshint,2015-10-26T23:28:30Z,updated:- remove order tests- fix understandable errors tests- disable jshint noempty for empty block in case of css file,negative
jprichardson/electron-mocha,mocha,2015-10-15T22:44:43Z,support `--compilers` arg. in order to support mocha compilers. the cli `--compilers` argument has been pulled to the `electron-mocha` front-end. which makes calls like `electron-mocha --compilers js:babel/register test/example.js` possible in case one has written tests in es6 for example.,negative
jprichardson/electron-mocha,mocha,2015-10-16T13:29:22Z,if you create a file. say `babel.js` that includes `require('babel-core/register')`. you could then call `electron-mocha --require ./babel.js test-file.js`.but i imagine that a lot of people are going to expect the mocha `--compilers` flag to work. so maybe i'll just accept this since it's not much code to maintain.,neutral
request/request,standard,2016-05-02T17:15:58Z,i like your spec! could maybe evolve into something similar like the promise standard. i already have multiple request implementations in my app because of the combination of libraries i use. with a standardised interface libraries could allow injecting the preferred request implementation.,positive
pixijs/pixi.js,jshint,2015-10-17T02:15:36Z,fixes jshint errors,neutral
dresende/node-orm2,mocha,2013-09-16T21:37:07Z,and thank you for the `it.only` code. i didn't know that about `mocha`. great feature! :),positive
dresende/node-orm2,mocha,2013-09-17T08:05:09Z,at first - thank you for good work of building orm for node. i hope it will become something like activerecord in ruby world.and of course. thank you for lighting fast fixing of the bug.about mocha - yes. it has its secrets. most of them are in manual though :),positive
pugjs/pug,mocha,2012-04-11T23:31:51Z,i am using winblowz. so i don't have make to hand.but i got mocha.  typing `mocha` from the jade directory seems to be giving me some tests.right now i am failing.  the body tag is acting like a text node.  i haven't figured out why yet.,negative
pugjs/pug,mocha,2012-04-13T13:31:52Z,actually the performance hit is maybe not so much.  at least when i run the tests in mocha. it gives (approximately. within the noise) the same time for `pretty` and `prettypretty`.  maybe not the best benchmark but indicative.edit: sorry. this is stupid. this is only the time to compile. not the time to render.,negative
uber/uber-ngen,jshint,2014-03-17T17:06:05Z,use .jshintignore. so we can just use .jshintignore. and then running jshint outside of npm (like say from editor integrators) gets it right too (tm).i briefly considered adding some generic symlink support along side your `directories` vs not (aka files. because like that's all there is right?) but decided not to.,neutral
uber/uber-ngen,jshint,2014-03-17T17:21:37Z,raynos can revert this if he really doesn't like it. ;),positive
Azure/autorest,standard,2015-08-28T14:55:30Z,perhaps any of the internal variables used in the generated code should have some naming prefix such as to not interfere with standard argument naming. perhaps. an underscore or some other prefix char to denote it's a generated variable.``` csharp// construct urlvar __url = new uri(...).tostring();```,neutral
airbnb/javascript,eslint,2015-05-22T18:07:13Z,create package eslint-config-airbnb. this is a sharable eslint config package. we could optionally just use our eslint config as the package `main` for `airbnb-style` but it'd be nicer for everyone if the eslint package had a cool name.solves for issue #349,positive
airbnb/javascript,eslint,2015-05-23T23:07:59Z,to make config searchable via [standalone npm packadge]( please. extend packadge.json keywords with `eslintconfig`:```  "keywords": [    "eslint".    "eslintconfig"    "config".    "airbnb".    "javascript".    "styleguide"  ].```,neutral
airbnb/javascript,eslint,2015-05-28T06:58:37Z,update .eslintrc. just a consistency thing. :),neutral
airbnb/javascript,eslint,2015-05-28T06:59:26Z,lol,positive
airbnb/javascript,eslint,2015-06-17T11:31:24Z,update(readme.md): added airbnb style .eslintrc link. i added the missing airbnb style .eslintrc link into the documentation file.,neutral
airbnb/javascript,eslint,2015-06-17T14:58:08Z,:+1: thanks for this!,positive
airbnb/javascript,eslint,2015-06-18T20:27:48Z,ok. sounds good. i will try to move react styleguide options from `eslint-config-airbnb` to `eslint-config-airbnb-react` next week. i'm also planning to do an audit of the `.eslintrc` to make sure it conforms with both the letter and the spirit of the styleguide.goatslacker hshoff should we have 3 separate eslintrcs? `eslint-config-airbnb`. `eslint-config-airbnb-es6`. `eslint-config-airbnb-react`? i would prefer not to split out the es6 rules since those are considered part of the core style guide. but i'm up for discussion on the matter. i would prefer to only maintain two. `eslint-config-airbnb` and `eslint-config-airbnb-react`.,negative
angular/angular-phonecat,karma,2013-05-20T20:17:41Z,looks like a local network or npm server error. please try again and if it doesn't work. try to debug your network. i bet that the whole npm doesn't work for you. not just installing karma.,negative
angular/angular-phonecat,karma,2013-05-21T18:19:21Z,wow! i did not know that shifting around branches can somehow also adjust tags in git? what sorcery is this! thank you! even doing `git checkout -f step-9` etc.. works with karma being used instead of testacular.,positive
pillarjs/send,standard,2015-07-08T11:56:37Z,it is by design. you'll notice your file system does the same thing. so having multiple slashes wouldn't result in a 404. as the file system would still find the file anyway.funny enough. expressjs.com does not even run on node.js or this library. so really. those examples demonstrate we are doing the standard thing.,negative
videojs/video.js,standard,2015-10-10T21:33:55Z,flash can only seek to keyframes in an mp4. so. if your mp4 has keyframes that are spaced far apart. you'll only be able to seek to only some parts of the video.if you are using standard options for videojs. then an mp4 will end up playing in html5 which can seek whereever.do you have a working example somewhere? though. it's probably best to get away from flvs nowdays :),positive
expressjs/express,mocha,2012-04-26T16:05:37Z,yeah. i can install coco. mocha. and coffee-script fine ( a few random libraries i thought of),positive
sequelize/sequelize,mocha,2012-09-29T06:52:13Z,thanks a lot :),positive
sequelize/sequelize,eslint,2016-05-29T08:04:41Z,alitaheri i'm already working on a refactor. finished 80%. changed everything to classes. arrow functions. let and const. also. i have a eslint ready for #5963. which has rules like `no-var` and `prefer-arrow-function`. so i will likely open that pr after the refactor.,negative
TryGhost/Ghost,mocha,2013-09-02T22:40:35Z,ah i think i was running the mocha command instead of validate. i'll fix it as soon as tomorrow-adam> on 2 sep 2013. at 23:31. hannah wolfe notificationsgithub.com wrote:> > this has a jslint error > > —> reply to this email directly or view it on github.,negative
cujojs/most,eslint,2015-03-03T23:23:07Z,interesting. thanks for the link.  it looks like they could be complimentary: eslint for warnings/errors and jscs for code style?,positive
cujojs/most,eslint,2015-03-04T21:10:12Z,yes. though there is some overlap in functionality.,neutral
ember-intl/ember-intl,eslint,2017-03-15T03:20:05Z,eslint prettier integration. title says it all,positive
ember-intl/ember-intl,eslint,2017-03-15T05:55:12Z,adding eslint & eslint-plugin-prettier,neutral
i18next/i18next,karma,2015-03-13T17:55:37Z,browserify cannot find express/jquery. using karma-browserify fails when trying to require i18next somewhere.the problem is that i18next does require('jquery') in a try/catch block but browserify obviously does not know about this and tries to find it.my workaournd was to use i18next-client (where at least express is not needed) and add jquery as a dependency in my project - not very beautiful,negative
angular/zone.js,selenium,2016-05-23T19:27:37Z,just bumping this bug ticket up. since my team is encountering this bug as well running our selenium tests. my teammate was able to switch to using a chrome driver. but would definitely appreciate a fix/patch for this!,positive
angular-fullstack/generator-angular-fullstack,sauce,2014-09-26T05:18:32Z,kingcody ok i just had to fix the credentials for sauce labs in the .travis.yml. travis wasn't building pull requests with sauce labs. for running the protractor tests. not sure why only one set of e2e tests was failing though. they all should have failed.,negative
elwayman02/ember-data-github,eslint,2017-02-25T00:37:31Z,i added one more clean up piece.,neutral
elwayman02/ember-data-github,eslint,2017-02-25T00:38:23Z,thanks for the review. i like the result much better and i had to learn a bit about another corner of the ember ecosystem.,positive
elwayman02/ember-data-github,eslint,2017-02-25T00:44:15Z,sg. go ahead and merge! you should have access now :),neutral
Hacker0x01/react-datepicker,karma,2014-09-10T09:56:57Z,added first jest test (including jest setup). we really need javascript tests for this component. and jest was the first toolkit that came to mind. i'll also try to workout a pull request for at least one other tool (maybe karma). so we can compare the pro's and con's.,neutral
Hacker0x01/react-datepicker,karma,2014-09-12T15:41:50Z,looks good. some questions inline. how do i run these tests locally. could you add that to the readme?,positive
Hacker0x01/react-datepicker,karma,2014-09-12T15:46:20Z,will add,neutral
Hacker0x01/react-datepicker,karma,2014-09-12T15:48:10Z,let's merge it back after that!,neutral
webpack/webpack,uglify,2017-03-06T18:35:24Z,can't see anything obviously wrong - seems like the same one-liner as `grunt-contrib-uglify`,negative
webpack/webpack,uglify,2017-03-08T10:53:53Z,i think the culprit is the uglifyjs plugin. i do not use the commonchunks but have the same issue. removing uglifyjs works. then a sourcemap is generated again. is there an option to run the sourcemap command before the uglifyjs?,neutral
webpack/webpack,uglify,2017-03-10T06:36:01Z,cansin what if you minify through an uglify loader instead of a plugin? that would solve the order issue. another way would be to hook into the process through a plugin and calculate a hash then perhaps. you can find a couple of third party plugins that do something like this already.,neutral
webpack/webpack,uglify,2017-03-24T12:43:51Z,do we already know why this is not working? is it because the default export exports everything. which means evaluating everything?even then. shouldn't side-effect-less functions then be removed by uglify?i just would like to understand how to write code so that unused exports without side-effects are not included in the final bundle…,neutral
