bower/bower,mocha,2012-10-17T06:53:50Z,yeah i'm open to it for sure,neutral
bower/bower,mocha,2012-10-17T07:58:40Z,fat this is kind of easy to implement and i can tickle around and make a prstill should it be named devdependencies or optionaldependencies? see jamesarosen comment,neutral
bower/bower,mocha,2012-10-17T17:09:07Z,i see. i was not familiar with the optionaldependencies option in node.still i think we should give priority to devdependencies and implement optionaldependencies later on.,neutral
bower/bower,mocha,2012-11-06T07:09:06Z,+1,neutral
redux-saga/redux-saga,uglify,2017-06-15T16:43:30Z,what do u use to transpile generators? it doesnt look quite like the default `regenerator-runtime`. anyway - its not `redux-saga` issue but rather typescript compiler thing and should be reported there.dead code can be found in numerous places. in nearly every big framework like react and probably angular too - there are often different code paths for prod and dev builds and its a job for tools like uglify js to get rid of this (as its unreachable).,neutral
jprichardson/electron-mocha,mocha,2016-03-07T18:14:41Z,inukshuk thanks for the reference! i'll have a look. but at a quick glance i have the feeling this is not going to turn out well... i'm trying to add coverage for non-commonjs files to be tested in the renderer. and already had to hack electron-mocha to pass source files with globals.,negative
badunk/multer-s3,standard,2016-01-27T04:19:05Z,looks great!thanks for adding standard,neutral
serverless/serverless,eslint,2015-11-07T07:52:26Z,dev-dependencies included in packages. there are many dev modules such as eslint and gulp that have dozens of dependencies. listing each of them for each lambda in the excludes is not ideal.an `includepatterns` would help a lot. as would blob matching as opposed to regexp,neutral
serverless/serverless,eslint,2015-11-07T08:21:19Z,as a workaround. i'm using:``` "excludepatterns": [   "node_modules/(?!jaws-core-js|dotenv)[a-za-z-]+" ]```,neutral
serverless/serverless,eslint,2015-11-11T19:22:01Z,this is only a problem when turning off browserify.,neutral
airbnb/javascript,eslint,2015-10-30T16:04:15Z,eslint: fix `no-mixed-spaces-and-tabs` turn off. currently the way the rule is defined. mixing spaces and tabulations inindentation is allowed. however. the comments and documents seems to saythe opposite.this patchs turns the rule on so mixing spaces and tabs is not allowed.fixes: #539,neutral
airbnb/javascript,eslint,2015-11-03T16:37:22Z,why is babel-eslint required?. eslint supports all of es6 plus the experimental object rest/spread that react uses. is it possible to remove babel-eslint as a dependency? (it would make linting faster.),neutral
airbnb/javascript,eslint,2015-11-03T22:16:53Z,support for what?,neutral
airbnb/javascript,eslint,2015-11-03T22:23:43Z,> all of es6 plus the experimental object rest/spread that react uses,neutral
airbnb/javascript,eslint,2015-11-08T19:30:34Z,ljharb do airbnb not use e.g. es7 extensions at all?while eslint might cover all of es6. it doesn't seem to cover things like class properties and async/await (maybe just with arrow functions?) that people actually use.,neutral
airbnb/javascript,eslint,2015-11-08T20:27:15Z,taion no. airbnb does not use any es7 extensions at all - only things that are in the spec (stage 4 for post-es6 stuff).,neutral
