ramda/ramda,mocha,2015-02-17T20:52:02Z,hi rrrene looks interesting! at present it is parsing things like `mocha.js` and `ie8-shim.js` which should really be excluded from the evaluation. how would we configure that if we were to add this badge?,positive
ramda/ramda,mocha,2015-03-06T01:10:24Z,note. the mocha tests pass. but it is failing on creation of `index.js` ... i still need to look into this.  if anybody could offer any pointers. it would be appreciated.,positive
ramda/ramda,sauce,2015-06-03T12:07:31Z,benjycui we have a sauce suite. we just have to get it running again. the problem was it was running _too much_ (and timing out). anyways. ramda should be es3-compatible. for better or worse.,negative
ramda/ramda,eslint,2016-09-08T21:48:37Z,good stuff. thanks. (gotta fix the eslint error as well.),positive
ramda/ramda,jshint,2015-12-22T01:24:26Z,gilligan. can we remove **.jscsrc**. **.jshintignore**. and **.jshintrc**?,neutral
ramda/ramda,jshint,2015-12-22T08:50:45Z,remove jshint/jscsrc leftovers. remove config files and jshint switches inthe sources.,neutral
ramda/ramda,jshint,2015-12-22T08:52:42Z,davidchambers #1559 i just now realised that there were also still plenty of jshint switches across various test files ;(the pr removes all of them.,neutral
node-inspector/node-inspector,mocha,2014-03-13T12:59:00Z,error debugging mocha on windows. i'm trying to debug my tests but get the following output and was wondering if someone could point me in the right direction```$ node-debug _mocha mmsprocessortests.jsnode inspector is now available from :8080/debug?port=5858debugging `_mocha`debugger listening on port 5858c:\users\jonathanchannon\appdata\roaming\npm\_mocha.cmd:1(function (exports. require. module. __filename. __dirname) { if exist "%~dp0                                                              ^syntaxerror: unexpected token illegal    at module._compile (module.js:439:25)    at object.module._extensions..js (module.js:474:10)    at module.load (module.js:356:32)    at function.module._load (module.js:312:12)    at module.runmain [as _ontimeout] (module.js:497:10)    at timer.listontimeout [as ontimeout] (timers.js:110:15)```,negative
node-inspector/node-inspector,mocha,2014-03-13T14:05:09Z,you trying to debug `_mocha.cmd`.try set a valid path to `mocha.js` file.,neutral
node-inspector/node-inspector,mocha,2014-03-13T14:11:36Z,please see [how to debug node apps with node inspector]( last part of this video contains information about debugging mocha tests.,neutral
node-inspector/node-inspector,mocha,2014-03-13T14:12:17Z,bajtos. how about add `.cmd` execution to node-debug?,neutral
node-inspector/node-inspector,mocha,2014-03-13T14:13:32Z,bajtos . l189 of node-debug.js is a typo?,neutral
cssinjs/react-jss,karma,2018-07-10T09:26:16Z,felthy let's move the repo for now. we are planning to move to jest anyway and only use karma when needed.kof i assume we are also going to merge `react-jss` into the monorepo as well?,positive
electron-userland/electron-download,standard,2016-12-12T20:28:51Z,think `env-paths` is a better fit because it's used in more modules which has multiple advantages. also a module to only return a path to the cache directory is a bit too minimal for my taste. thanks for the heads-up though! 2016-12-31 is almost there! :-),neutral
electron-userland/electron-download,standard,2016-12-24T00:14:26Z,that's my plan. unless one of the other maintainers has concerns.,neutral
Zarel/Pokemon-Showdown,mocha,2015-11-01T12:10:55Z,fix repl not being able to unlinksync files under mocha. no idea why it happened. but `unlinksync` returned without actually unlinking the file. so it sent repl into an infinite loop,neutral
elastic/kibana,selenium,2016-06-16T21:38:59Z,epixa i did an experiment by adding the `visualregression` task to `test:ui`:```grunt.registertask('test:ui'. [  'esvm:ui'.  'run:testuiserver'.  'downloadselenium'.  'run:seleniumserver'.  'clean:screenshots'.  'intern:dev'.  'test:visualregression'.  'esvm_shutdown:ui'.  'stop:seleniumserver'.  'stop:testuiserver']);```i then hard-coded a test to fail and tried running `grunt test`. the `intern:dev` completes and reports the failure. but then grunt exits without running `test:visualregression` and subsequent tasks.,negative
elastic/kibana,selenium,2016-06-17T22:35:04Z,switch from firefox to chrome. manual backport of pr 7442 switching the browser for functional tests from firefox to chrome.  the latest update to firefox 47 broke selenium and we wanted to switch to chrome anyway.,neutral
elastic/kibana,selenium,2016-06-20T18:20:08Z,here's the last 4 builds all successful;success > console output#4​27​5 jun 20. 2016 8:05 pm pr #7502: ​switch ​from ​firefox ​to ​chromesuccess > console output#4​27​4 jun 20. 2016 7:47 pm pr #7502: ​switch ​from ​firefox ​to ​chromesuccess > console output#4​27​2 jun 20. 2016 7:11 pm pr #7502: ​switch ​from ​firefox ​to ​chromesuccess > console output#4​27​1 jun 20. 2016 6:55 pm pr #7502: ​switch ​from ​firefox ​to ​chrome,positive
elastic/kibana,selenium,2016-06-20T18:21:58Z,tagging #7442,neutral
elastic/kibana,selenium,2016-06-20T18:22:54Z,lgtm,neutral
elastic/kibana,selenium,2016-07-07T05:25:50Z,last run    elastic+kibana+master+multijob-pr-selenium  build #36   ( 12 min ) passed,neutral
elastic/kibana,selenium,2016-07-07T14:55:18Z,re-summarizing the changes;1). i've added getspinnerdone in 3 places where we've had test failures like staleelementreference (means the page changed between finding an element and performing some action with it).2). some clean-up.  removed a reference to a selenium we're not using.  and removed some unnecessary promise nesting.,negative
hollandben/grunt-cache-bust,standard,2016-11-05T18:46:09Z,replace file paths in files that exist in outputdir i.e. css and js. i have a project that i am working on that i would like to use the the outputdir.  my project is a fairly standard single page application.  the css and js contain paths that need to be rewritten. but when using the outputdir. the original assets are rewritten instead of the assets that are hashed and copied to the outputdir.,neutral
hollandben/grunt-cache-bust,standard,2016-11-17T20:56:50Z,i don't think this applies to when only the ouputdir is used. i tried it today without using outputdir and had the same issue. it would update the unhashed one. but not the hashed one.,neutral
hollandben/grunt-cache-bust,standard,2016-11-17T21:06:35Z,bytesnipe did you try my pr?  did it fix your issue?,neutral
hollandben/grunt-cache-bust,standard,2016-11-17T22:13:01Z,thanks for taking a look.,positive
airbnb/javascript,eslint,2016-12-14T19:27:08Z,at some point. certainly. is there a reason that you need v3 of eslint-plugin-jsx-a11y right now?,neutral
airbnb/javascript,eslint,2016-12-15T07:02:02Z,added flowtype linting support through the use of a new package. i use flowtype on all my personal projects. it gets pretty tiring to repeat the same setup across all projects. so i thought it would be best to standardize this through a new official airbnb eslint package.i wasn't sure what to call this package. so i called it "eslint-config-airbnb-next". as it implies it's the next stage / future support (and follows the naming of esnext). furthermore. it inherits from "eslint-config-airbnb". so includes react. a11y. and import support automatically. not sure if this is wanted. but it avoids the following 4 packages: base. react. flow. react+flow. but i can switch to that too if need be.also didn't modify the readme as i'm not sure how to phrase it.,negative
airbnb/javascript,eslint,2016-12-15T07:17:40Z,thank you. but airbnb officially does not use flow at this time. so this is very premature on the public repo.,negative
airbnb/javascript,eslint,2016-12-16T15:31:55Z,lint throw an "error". hey guys. when i try to exec a simple lint i receive that message:``` configuration for rule "jsx-a11y/anchor-has-content" is invalid:value "" is the wrong type.```my `.eslintrc.yml` :```yamlextends: airbnbplugins:  - react  - jsx-a11y  - import```edit: i was look at file and saw the modifications like `['']` to `{components: ['']}` done. but the module that i installed using `yarn` hasn't this modifications :/,negative
airbnb/javascript,eslint,2016-12-16T17:00:48Z,see #1207,neutral
