liferay/alloy-editor,karma,2015-03-25T12:55:50Z,remove singlerun config from karma.js,neutral
liferay/alloy-editor,karma,2015-03-25T12:56:23Z,just started reviewing :) <br><br>:octocat: _sent from [gh]()._,positive
liferay/alloy-editor,karma,2015-03-25T12:57:26Z,thank you. pull request merged! <br><br>:octocat: _sent from [gh]()._,neutral
pubnub/chat-engine,codacy,2017-11-15T17:44:22Z,added codacy badges,neutral
redux-saga/redux-saga,eslint,2017-10-07T11:42:08Z,ok. so one need to be careful when dealing with sparse arrays - empty indices are non-enumerable and `deepequal` uses `object.keys` under the hood. therefore we cannot simply compare explicit undefined with the implicit one in sparse array.personally i think that just suppressing eslint warning is enough and no more trickery should be added to that test.it has also an interesting side-effect for our use case - returned array (if not destructured) remains sparse. so it potentially could surprise someone. but until somebody reports this with some valid use case why he/she would like to have it non-sparse. i dont consider this much of a problem.thanks for patience and the pr. gonna merge this in a moment.,neutral
webpack-contrib/sass-loader,eslint,2017-02-15T13:57:07Z,that would be awesome. could you create a pr?  just create a directory called `examples` (thus it will be ignored by npm as configured in the `.npmignore`). please also setup eslint for the examples directory.,positive
ramda/ramda,mocha,2014-09-02T17:21:35Z,i'm glad to see that old stuff go!  that was one of the first things i did on this library. just trying to get the mocha asserts to work in the browser so that we could get the same tests to run both client and server.  i never expected it to last.  (but i also never wanted to revisit it!)  thanks!,positive
ramda/ramda,mocha,2014-09-06T17:33:50Z,example updates and fixes. hi all.i just recently stumbled on this whole "functional programming" thing and shortly after that stumbled on ramda. seems really neat!i noticed an error or two in the examples. one thing lead to another. and i ended up writing a mocha test to compile and run all the examples. i went through and tried to get them all in working order. i changed some around slightly but mostly just little syntax fixes.this commit only includes my fixes to the examples. if you would like me to add the mocha test that compiles and runs the examples as well. let me know and i will issue a separate pull request. thanks!,positive
ramda/ramda,mocha,2014-09-06T18:01:49Z,this is fantastic. kedashoe!> if you would like me to add the mocha test that compiles and runs the examples as well. let me know and i will issue a separate pull request.i would _love_ to see this. :),positive
ramda/ramda,mocha,2014-09-06T18:43:46Z,this looks good to me. apart from the notes davidchambers and i made on it. thanks for doing all this work!,positive
ramda/ramda,mocha,2014-09-06T21:51:50Z,commit updated with suggestions,neutral
ramda/ramda,mocha,2014-09-06T22:08:35Z,lgtm!,neutral
ramda/ramda,mocha,2014-09-07T00:28:15Z,agreed. looks good. thanks,positive
ramda/ramda,mocha,2014-09-07T01:59:38Z,this is great stuff!  thank you very much!i'd also love to see your mocha test to run the examples. but as you can see in the comments to #338. i'm sceptical about overloading the use of comments.  (note. however. that i'm sceptical enough that i don't particularly like using them both to annotate the code for its developers and to generate api documentation; that's a battle i've long lost.)  so i'd love to see this. but am not guaranteeing that i would actually want to use it.,negative
ramda/ramda,mocha,2014-09-07T04:40:59Z,sounds good. i won't have a ton of time the rest of the weekend but should have it up monday or tuesday (need to clean it up at least _a little_. i figured i may as well use this little exercise as a way to start learning this stuff.. you all can have a good laugh at my functional programming :),negative
ramda/ramda,mocha,2014-09-09T04:24:27Z,mocha test to compile and run ramda.js examples. alright. here is my frankenstein imperative/functional mocha test for the examples. there was really no hope i could write anything properly functional in a couple days so i just got what i had written to pass the lint checker and here it is.basic idea:- parse the function comments (and function declarations for mocha it() descriptions)- extract example. parse example so we can test the //=> 'eg' as assertions- inject our executable example source as a function in ramda (so that we can also run internal function examples)- run our example function. see what happensif you want to see all the assertions being run. you can just add `console.log(msg);` to `assertpairequal` (maybe grunt option for more verbose?),negative
ramda/ramda,mocha,2014-09-09T05:58:34Z,did you consider using jsdoc programmatically (or falling back to esprima) to access the examples without resorting to gnarly regular expressions?,neutral
ramda/ramda,mocha,2014-09-09T13:39:38Z,i won't have time to look over the code until this evening.  but i'm looking forward to it.you should know. though. that it's failing the travis build -- it just seems to be hanging.  i haven't investigated any further.,negative
ramda/ramda,mocha,2014-09-13T22:27:39Z,nicely done!i'm still not sure i'm a believer (doubts described in #338). but this in nice work. and as it's so unobtrusive. it seems well worth including for now.,negative
ramda/ramda,sauce,2014-11-14T11:42:09Z,_concat appears to be the secret sauce to alot of the function implementations. as a side note. i would be very interested to know if ramda provides a r object toarray() function?  i am still pulling in lodash frequently. just for this one function facility. looking at the implementation of concat. part of that could be pulled out and exposed as toarray?,negative
ramda/ramda,sauce,2014-11-14T16:19:38Z,can fix that problem by moving ie8-shim.js after ramda.js in index.html and aliasing `window.ramda = window.r`. but then it is failing silently after that for some reason.,negative
ramda/ramda,sauce,2014-11-14T16:41:43Z,thanks. buzzdecafe! i was planning to spend some time debugging this issue in a vm over the weekend. but it appears you beat me to it. i look forward to seeing what changes were required as i had difficulty reasoning about the problem.,negative
ramda/ramda,sauce,2014-11-14T16:54:37Z,this appears to solve the es3 problem. i am hoping it knocks off the android problem as well.,positive
