jprichardson/electron-mocha,mocha,2016-06-28T06:47:00Z,i'm not sure what you're trying to do? source maps are meant for inspecting / reading compiled code. but not for running it -- electron-mocha would just run the compiled code so i don't see how source maps come into play here? having said that. they should work just like they do in chromium.,negative
jprichardson/electron-mocha,mocha,2016-06-28T09:07:56Z,ok. looks like this is general problem of mocha and bundlers. not specific to this project. will do more digging on the subject.,neutral
jprichardson/electron-mocha,mocha,2016-07-08T01:58:17Z,not working. or not what i think it is?. this code:```it('gets ready'. function(done) {  require('electron').app.once('ready'. done)})```when run with electron-mocha gives a mocha timeout error (`ensure the done() callback is being called in this test.`).is this expected?,neutral
jprichardson/electron-mocha,mocha,2016-07-08T09:57:21Z,yes that's to be expected: electron-mocha runs your tests in electron's main process. or. if you pass `--renderer` in a renderer process. in both cases. electron-mocha is responsible for starting and initializing electron. when your tests run. electron has already been initialized. so the `ready` event has fired before you start listening for it.,negative
jprichardson/electron-mocha,mocha,2016-07-08T17:16:29Z,cool. that makes some sense. this worked:```const {browserwindow} = require('electron')it('makes a window'. function (done) {  const options = { frame: false. height: 768. width: 1024. x: 0. y: 0. show: false }  const win = new browserwindow(options)   win.webcontents.once('did-stop-loading'. function () {    win.webcontents.savepage('out.html'. 'htmlonly'. done)  })  win.loadurl('')})```,positive
request/request,standard,2017-01-13T05:42:15Z,in what status there is an acceptance of this pull request? simov,neutral
request/request,standard,2017-02-03T17:58:04Z,hi.could a merge be considered ?thanks.,positive
pixijs/pixi.js,jshint,2016-06-28T21:09:58Z,build error. so i cloned the repo. installed dependencies with `npm install`. and built with gulp.> error: cannot find module 'jshint/src/cli'i solved it with:> npm install --save-dev jshint gulp-jshinti thought i should be opening an issue nevertheless.,negative
pixijs/pixi.js,jshint,2016-07-08T21:54:15Z,looks like we are missing a `jshint` dep. but gulp-jshint is there. feel free to put in a pr.,positive
pixijs/pixi.js,jshint,2016-07-10T03:47:17Z,ha. ok :),positive
pubkey/rxdb,karma,2017-06-03T10:14:26Z,add .travis.yml for travis ci. link in readme is already set to pubkey/rxdb. travis will run - all tests with node and karma- build for examples angular2 and vueon linux and node v.7 for every push and pull request.travis can be also set up to run tests of all examples. build processes for all other examples do not seem to work.,neutral
