redux-saga/redux-saga,eslint,2016-07-22T12:40:06Z,add eslint rules plugin to addons section. as discussed here #179,neutral
redux-saga/redux-saga,eslint,2016-07-22T15:17:50Z,thanks! great work,positive
redux-saga/redux-saga,eslint,2016-07-25T10:51:48Z,i think you mean `npmjs.com` not `nmpjs.com`,neutral
redux-saga/redux-saga,eslint,2016-07-25T11:42:43Z,fix typo in eslint-plugin-redux-saga npm url. ouch :(,neutral
redux-saga/redux-saga,eslint,2016-07-25T11:43:07Z,salzhrani ouch. you are correct: #454,neutral
redux-saga/redux-saga,eslint,2016-07-26T10:27:38Z,thanks,positive
infernojs/inferno,eslint,2016-01-11T07:52:31Z,update eslint space-in-parens,neutral
jprichardson/electron-mocha,mocha,2015-09-01T06:09:31Z,is there a way to run electron-mocha part of gulp build?. is there a way to create gulp task to run electron-mocha.,neutral
jprichardson/electron-mocha,mocha,2015-09-01T06:17:05Z,use `exec()` or `spawn()` on `electron-mocha`.,neutral
jprichardson/electron-mocha,mocha,2015-09-02T14:46:59Z,"cannot run in cygwin on windows?. i can run just fine in windows cmd with electron defined and point to the index.js file  ( you'll see error messages because i haven't passed the proper test directory. but it does work): `electron ""c:\users\alamm\appdata\roaming\npm\node_modules\electron-mocha\index.js""``[4352:0902/094154:info:console(0)] made it to index.js``[4352:0902/094154:info:console(0)] [error: cannot resolve path (or pattern) 'test']`while in cygwin i get absolutely no output...`electron ""c:\users\alamm\appdata\roaming\npm\node_modules\electron-mocha\index.js""``---- missing output here.... ------`",negative
jprichardson/electron-mocha,mocha,2015-09-02T18:33:30Z,honestly. not sure. i haven't used cygwin in a long time. i'll leave this open with the hopes of someone else coming along with a solution.,positive
jprichardson/electron-mocha,mocha,2015-09-15T16:54:35Z,readme clairifcation: jsdom as prerequisite for testing renderer?. hello there.i've started using your test suite as its really useful.however i'm at a loss as to how to extend the renderer test example that you have included in the repository but by chance discovered that the syntax seems exactly the same as jsdom. i'm aware that what i'm asking might be novice level oblivious but  basically i can use jsdom (below) to create an empty window.document object. which can then be populated with divs or whatever elements you need to mock for your dom testing. the phrasing on your repo makes it seem like this repository is all that is needed for testing elements in the dom. so is jsdom part of the electron-mocha package?```jsdom()it('has document'. function () {  var div = document.createelement('div')  expect(div.nodename).eql('div')})```,neutral
jprichardson/electron-mocha,mocha,2015-09-15T18:25:59Z,create a file named `test.js`. in it. put the following:``` jsvar assert = require('assert')it('something'. function () {  var div = document.createelement('div')  assert.strictequal(div.nodename. 'div')})```run like:```electron-mocha --renderer test.js```the expected result:```  ??? something 1 passing (32ms)```does that help?,neutral
jprichardson/electron-mocha,mocha,2015-09-16T12:27:53Z,no. `jsdom` is an emulation of the dom in node.js. if using it. you'll miss out on most non-dom apis (any web api that isn't dom related e.g. websockets. web storage. etc). `electron-mocha` is a real dom using chrome and thus. you get every web api available in chrome.,negative
pugjs/pug,mocha,2012-03-15T17:53:56Z,fix tests. some tests are disabled.their are written in expresso format.i converted test format to mocha from express.,neutral
airbnb/javascript,eslint,2015-04-22T13:24:41Z,so. where can i get config file with these rules? :),neutral
airbnb/javascript,eslint,2015-04-22T16:24:14Z,nkbt ooops. sorry. didn't see :(,negative
airbnb/javascript,eslint,2015-05-18T19:05:38Z,fine to keep them in the existing `.eslintrc` since it is our internal file. folks can fork or copy + paste and remove the jsx section easily enough.if it becomes problem to maintain in the future we could introduce a build tool around this. but that's not necessary at the moment. :+1: thanks nkt!,positive
angular/angular-phonecat,karma,2013-04-20T17:07:02Z,:+1:,neutral
angular/angular-phonecat,karma,2013-04-21T00:07:51Z,:+1:consider reverting the tutorial that misleads newcomers until this pull request is accepted. they shouldn't be told to install only karma,neutral
angular/angular-phonecat,karma,2013-04-21T00:33:15Z,also not. scripts/e2e-test.sh needs the same treatment,neutral
